Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
194095.0,Wired Headphones,1.0,11.99,05/16/19 17:14,"669 2nd St, New York City, NY 10001"
194096.0,AA Batteries (4-pack),1.0,3.84,05/19/19 14:43,"844 Walnut St, Dallas, TX 75001"
194097.0,27in FHD Monitor,1.0,149.99,05/24/19 11:36,"164 Madison St, New York City, NY 10001"
194098.0,Wired Headphones,1.0,11.99,05/02/19 20:40,"622 Meadow St, Dallas, TX 75001"
194099.0,AAA Batteries (4-pack),2.0,2.99,05/11/19 22:55,"17 Church St, Seattle, WA 98101"
194100.0,iPhone,1.0,700.0,05/10/19 19:44,"81 Jefferson St, San Francisco, CA 94016"
194101.0,USB-C Charging Cable,1.0,11.95,05/11/19 22:44,"354 Meadow St, Boston, MA 02215"
194102.0,Lightning Charging Cable,1.0,14.95,05/07/19 12:49,"166 4th St, Dallas, TX 75001"
194103.0,27in FHD Monitor,1.0,149.99,05/24/19 18:28,"759 Pine St, Seattle, WA 98101"
194104.0,Wired Headphones,1.0,11.99,05/04/19 18:38,"330 1st St, Seattle, WA 98101"
194105.0,ThinkPad Laptop,1.0,999.99,05/13/19 09:07,"928 Hill St, Atlanta, GA 30301"
194106.0,USB-C Charging Cable,1.0,11.95,05/12/19 10:07,"261 Jackson St, San Francisco, CA 94016"
194107.0,34in Ultrawide Monitor,1.0,379.99,05/19/19 17:52,"451 Walnut St, New York City, NY 10001"
194108.0,AA Batteries (4-pack),1.0,3.84,05/22/19 18:15,"832 Lakeview St, Austin, TX 73301"
194109.0,AAA Batteries (4-pack),1.0,2.99,05/15/19 14:00,"202 11th St, Los Angeles, CA 90001"
194110.0,Google Phone,1.0,600.0,05/31/19 18:07,"498 14th St, Los Angeles, CA 90001"
194110.0,Wired Headphones,1.0,11.99,05/31/19 18:07,"498 14th St, Los Angeles, CA 90001"
194111.0,27in FHD Monitor,1.0,149.99,05/04/19 15:08,"99 Dogwood St, Dallas, TX 75001"
194112.0,Google Phone,1.0,600.0,05/29/19 21:13,"853 West St, Austin, TX 73301"
194113.0,Apple Airpods Headphones,1.0,150.0,05/10/19 22:33,"29 Adams St, Los Angeles, CA 90001"
194114.0,Wired Headphones,1.0,11.99,05/20/19 01:57,"857 River St, Atlanta, GA 30301"
194115.0,AAA Batteries (4-pack),1.0,2.99,05/30/19 20:29,"159 Lincoln St, Los Angeles, CA 90001"
194116.0,Lightning Charging Cable,1.0,14.95,05/19/19 23:19,"486 6th St, Boston, MA 02215"
194117.0,Lightning Charging Cable,1.0,14.95,05/12/19 08:44,"239 Madison St, Austin, TX 73301"
194118.0,AA Batteries (4-pack),1.0,3.84,05/18/19 22:54,"762 Maple St, Boston, MA 02215"
194119.0,Wired Headphones,3.0,11.99,05/07/19 07:15,"531 Jackson St, New York City, NY 10001"
194120.0,AAA Batteries (4-pack),1.0,2.99,05/11/19 21:53,"492 Washington St, Los Angeles, CA 90001"
194121.0,LG Dryer,1.0,600.0,05/10/19 20:41,"911 Hill St, Los Angeles, CA 90001"
194122.0,Wired Headphones,1.0,11.99,05/27/19 16:18,"573 Spruce St, Dallas, TX 75001"
194123.0,Apple Airpods Headphones,1.0,150.0,05/24/19 00:34,"546 Meadow St, Atlanta, GA 30301"
194124.0,iPhone,1.0,700.0,05/04/19 23:40,"937 North St, Portland, OR 97035"
194125.0,Bose SoundSport Headphones,1.0,99.99,05/19/19 21:33,"613 Lake St, San Francisco, CA 94016"
194126.0,AAA Batteries (4-pack),2.0,2.99,05/19/19 21:28,"549 Willow St, Los Angeles, CA 90001"
194127.0,Wired Headphones,1.0,11.99,05/15/19 14:46,"320 River St, Seattle, WA 98101"
194128.0,AAA Batteries (4-pack),2.0,2.99,05/03/19 18:15,"851 Wilson St, San Francisco, CA 94016"
194129.0,AA Batteries (4-pack),2.0,3.84,05/05/19 11:51,"487 Dogwood St, Seattle, WA 98101"
194130.0,34in Ultrawide Monitor,1.0,379.99,05/09/19 15:57,"847 Lakeview St, San Francisco, CA 94016"
194131.0,Bose SoundSport Headphones,1.0,99.99,05/07/19 10:44,"742 Jackson St, Seattle, WA 98101"
194132.0,iPhone,1.0,700.0,05/22/19 21:35,"478 Pine St, Seattle, WA 98101"
194133.0,Bose SoundSport Headphones,1.0,99.99,05/03/19 09:45,"776 Hill St, San Francisco, CA 94016"
194134.0,USB-C Charging Cable,1.0,11.95,05/27/19 18:22,"190 1st St, Los Angeles, CA 90001"
194135.0,Bose SoundSport Headphones,1.0,99.99,05/09/19 20:06,"589 10th St, Seattle, WA 98101"
194136.0,Wired Headphones,1.0,11.99,05/23/19 19:58,"702 14th St, Dallas, TX 75001"
194137.0,27in FHD Monitor,1.0,149.99,05/14/19 04:13,"666 Adams St, San Francisco, CA 94016"
194138.0,Lightning Charging Cable,1.0,14.95,05/01/19 21:55,"259 Center St, San Francisco, CA 94016"
194139.0,Apple Airpods Headphones,1.0,150.0,05/12/19 23:13,"362 2nd St, San Francisco, CA 94016"
194140.0,Lightning Charging Cable,1.0,14.95,05/07/19 23:57,"870 4th St, Austin, TX 73301"
194141.0,Wired Headphones,1.0,11.99,05/13/19 14:09,"807 Highland St, Boston, MA 02215"
194142.0,27in FHD Monitor,1.0,149.99,05/11/19 19:08,"48 Hickory St, Los Angeles, CA 90001"
194143.0,Apple Airpods Headphones,1.0,150.0,05/09/19 21:58,"87 Park St, San Francisco, CA 94016"
194144.0,USB-C Charging Cable,1.0,11.95,05/11/19 20:12,"550 5th St, Portland, OR 97035"
194145.0,AA Batteries (4-pack),1.0,3.84,05/23/19 12:27,"393 South St, New York City, NY 10001"
194146.0,AAA Batteries (4-pack),2.0,2.99,05/23/19 20:31,"164 Maple St, Atlanta, GA 30301"
194147.0,Flatscreen TV,1.0,300.0,05/18/19 10:18,"963 2nd St, New York City, NY 10001"
194148.0,27in 4K Gaming Monitor,1.0,389.99,05/21/19 07:37,"312 Church St, San Francisco, CA 94016"
194149.0,27in FHD Monitor,1.0,149.99,05/23/19 21:32,"585 8th St, San Francisco, CA 94016"
194150.0,Google Phone,1.0,600.0,05/04/19 20:34,"35 Willow St, Atlanta, GA 30301"
194151.0,AA Batteries (4-pack),1.0,3.84,05/28/19 23:03,"660 12th St, Los Angeles, CA 90001"
194152.0,USB-C Charging Cable,1.0,11.95,05/06/19 11:27,"859 Park St, Dallas, TX 75001"
194153.0,iPhone,1.0,700.0,05/12/19 11:11,"274 Sunset St, New York City, NY 10001"
194154.0,Bose SoundSport Headphones,1.0,99.99,05/20/19 10:38,"33 Wilson St, Austin, TX 73301"
194155.0,Apple Airpods Headphones,1.0,150.0,05/22/19 10:53,"50 11th St, San Francisco, CA 94016"
194156.0,Macbook Pro Laptop,1.0,1700.0,05/20/19 18:32,"67 12th St, Boston, MA 02215"
194157.0,AA Batteries (4-pack),1.0,3.84,05/30/19 00:21,"622 West St, Dallas, TX 75001"
194158.0,Lightning Charging Cable,1.0,14.95,05/13/19 15:47,"667 Jefferson St, Portland, OR 97035"
194159.0,Lightning Charging Cable,1.0,14.95,05/24/19 07:30,"976 1st St, Portland, OR 97035"
194160.0,Bose SoundSport Headphones,1.0,99.99,05/29/19 15:23,"31 Main St, Austin, TX 73301"
194161.0,Bose SoundSport Headphones,1.0,99.99,05/31/19 10:46,"643 Jackson St, Los Angeles, CA 90001"
194162.0,AA Batteries (4-pack),1.0,3.84,05/07/19 23:12,"956 Main St, Dallas, TX 75001"
194163.0,20in Monitor,1.0,109.99,05/03/19 12:51,"268 River St, Atlanta, GA 30301"
194164.0,34in Ultrawide Monitor,1.0,379.99,05/28/19 14:00,"755 Dogwood St, New York City, NY 10001"
194165.0,Apple Airpods Headphones,1.0,150.0,05/29/19 20:16,"725 Church St, San Francisco, CA 94016"
194166.0,Macbook Pro Laptop,1.0,1700.0,05/06/19 13:30,"435 North St, San Francisco, CA 94016"
194167.0,AA Batteries (4-pack),1.0,3.84,05/24/19 22:36,"187 Dogwood St, San Francisco, CA 94016"
194168.0,USB-C Charging Cable,2.0,11.95,05/20/19 13:16,"583 12th St, Portland, OR 97035"
194169.0,USB-C Charging Cable,1.0,11.95,05/01/19 18:01,"49 Lake St, Atlanta, GA 30301"
194170.0,Google Phone,1.0,600.0,05/30/19 12:30,"711 Maple St, San Francisco, CA 94016"
194170.0,USB-C Charging Cable,2.0,11.95,05/30/19 12:30,"711 Maple St, San Francisco, CA 94016"
194171.0,Vareebadd Phone,1.0,400.0,05/06/19 15:18,"498 Elm St, Atlanta, GA 30301"
194172.0,USB-C Charging Cable,2.0,11.95,05/08/19 09:21,"728 5th St, San Francisco, CA 94016"
194173.0,USB-C Charging Cable,1.0,11.95,05/30/19 14:09,"960 Lakeview St, Portland, OR 97035"
194174.0,iPhone,1.0,700.0,05/04/19 23:08,"37 North St, Seattle, WA 98101"
194174.0,Lightning Charging Cable,1.0,14.95,05/04/19 23:08,"37 North St, Seattle, WA 98101"
194174.0,Wired Headphones,2.0,11.99,05/04/19 23:08,"37 North St, Seattle, WA 98101"
194175.0,20in Monitor,1.0,109.99,05/26/19 17:08,"651 Cedar St, Austin, TX 73301"
194176.0,AA Batteries (4-pack),1.0,3.84,05/05/19 18:30,"154 Center St, San Francisco, CA 94016"
194177.0,Apple Airpods Headphones,1.0,150.0,05/22/19 20:51,"2 Highland St, New York City, NY 10001"
194178.0,Lightning Charging Cable,1.0,14.95,05/15/19 07:35,"441 Dogwood St, New York City, NY 10001"
194179.0,Flatscreen TV,1.0,300.0,05/10/19 22:51,"143 Spruce St, Boston, MA 02215"
194179.0,AAA Batteries (4-pack),2.0,2.99,05/10/19 22:51,"143 Spruce St, Boston, MA 02215"
194180.0,Bose SoundSport Headphones,1.0,99.99,05/06/19 17:21,"909 Ridge St, San Francisco, CA 94016"
194181.0,Macbook Pro Laptop,1.0,1700.0,05/21/19 21:50,"99 Jefferson St, New York City, NY 10001"
194182.0,Lightning Charging Cable,1.0,14.95,05/22/19 12:11,"272 11th St, Los Angeles, CA 90001"
194183.0,USB-C Charging Cable,1.0,11.95,05/20/19 16:48,"669 Lakeview St, Dallas, TX 75001"
194184.0,Lightning Charging Cable,1.0,14.95,05/18/19 10:57,"709 Center St, Dallas, TX 75001"
194185.0,Google Phone,1.0,600.0,05/05/19 20:34,"709 West St, San Francisco, CA 94016"
194186.0,iPhone,1.0,700.0,05/10/19 22:44,"495 Wilson St, Seattle, WA 98101"
194187.0,Macbook Pro Laptop,1.0,1700.0,05/09/19 18:06,"227 Hickory St, San Francisco, CA 94016"
194188.0,Apple Airpods Headphones,1.0,150.0,05/26/19 11:17,"622 Chestnut St, Los Angeles, CA 90001"
194189.0,AAA Batteries (4-pack),1.0,2.99,05/20/19 18:34,"684 Ridge St, New York City, NY 10001"
194190.0,27in FHD Monitor,1.0,149.99,05/05/19 12:29,"184 Jefferson St, New York City, NY 10001"
194191.0,27in 4K Gaming Monitor,1.0,389.99,05/22/19 10:20,"576 Willow St, San Francisco, CA 94016"
194192.0,Wired Headphones,1.0,11.99,05/14/19 18:00,"137 Jackson St, San Francisco, CA 94016"
194192.0,Bose SoundSport Headphones,1.0,99.99,05/14/19 18:00,"137 Jackson St, San Francisco, CA 94016"
194193.0,Bose SoundSport Headphones,1.0,99.99,05/04/19 11:32,"613 Sunset St, New York City, NY 10001"
194194.0,Wired Headphones,1.0,11.99,05/14/19 19:38,"110 Jackson St, Seattle, WA 98101"
