Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
222910.0,Apple Airpods Headphones,1.0,150.0,07/26/19 16:51,"389 South St, Atlanta, GA 30301"
222911.0,Flatscreen TV,1.0,300.0,07/05/19 08:55,"590 4th St, Seattle, WA 98101"
222912.0,AA Batteries (4-pack),1.0,3.84,07/29/19 12:41,"861 Hill St, Atlanta, GA 30301"
222913.0,AA Batteries (4-pack),1.0,3.84,07/28/19 10:15,"190 Ridge St, Atlanta, GA 30301"
222914.0,AAA Batteries (4-pack),5.0,2.99,07/31/19 02:13,"824 Forest St, Seattle, WA 98101"
222915.0,Bose SoundSport Headphones,1.0,99.99,07/03/19 18:30,"899 Elm St, San Francisco, CA 94016"
222916.0,Google Phone,1.0,600.0,07/21/19 22:39,"745 Chestnut St, New York City, NY 10001"
222917.0,LG Dryer,1.0,600.0,07/17/19 13:44,"490 Adams St, New York City, NY 10001"
222918.0,USB-C Charging Cable,1.0,11.95,07/14/19 21:16,"207 1st St, Los Angeles, CA 90001"
222919.0,Lightning Charging Cable,1.0,14.95,07/14/19 13:24,"29 Jefferson St, Dallas, TX 75001"
222920.0,AA Batteries (4-pack),1.0,3.84,07/30/19 04:42,"590 6th St, San Francisco, CA 94016"
222921.0,Lightning Charging Cable,1.0,14.95,07/02/19 11:04,"960 Willow St, San Francisco, CA 94016"
222922.0,34in Ultrawide Monitor,1.0,379.99,07/20/19 21:12,"616 Chestnut St, Dallas, TX 75001"
222923.0,AAA Batteries (4-pack),1.0,2.99,07/05/19 12:16,"105 Johnson St, Los Angeles, CA 90001"
222924.0,Bose SoundSport Headphones,1.0,99.99,07/13/19 20:46,"444 Spruce St, San Francisco, CA 94016"
222925.0,Apple Airpods Headphones,1.0,150.0,07/09/19 02:59,"764 Adams St, San Francisco, CA 94016"
222926.0,Lightning Charging Cable,2.0,14.95,07/15/19 17:44,"577 Lakeview St, Los Angeles, CA 90001"
222927.0,Wired Headphones,1.0,11.99,07/31/19 20:34,"244 Washington St, Los Angeles, CA 90001"
222928.0,Google Phone,1.0,600.0,07/15/19 17:18,"524 Cherry St, San Francisco, CA 94016"
222929.0,Vareebadd Phone,1.0,400.0,07/04/19 19:46,"882 Hickory St, Boston, MA 02215"
222930.0,Lightning Charging Cable,1.0,14.95,07/20/19 20:57,"826 River St, San Francisco, CA 94016"
222931.0,USB-C Charging Cable,1.0,11.95,07/18/19 09:21,"145 Pine St, Boston, MA 02215"
222932.0,Wired Headphones,1.0,11.99,07/24/19 17:32,"386 Cedar St, Los Angeles, CA 90001"
222933.0,LG Dryer,1.0,600.0,07/30/19 13:20,"76 2nd St, Los Angeles, CA 90001"
222934.0,AA Batteries (4-pack),2.0,3.84,07/03/19 23:51,"437 River St, Seattle, WA 98101"
222935.0,AAA Batteries (4-pack),1.0,2.99,07/23/19 12:20,"118 9th St, San Francisco, CA 94016"
222936.0,27in FHD Monitor,1.0,149.99,07/04/19 12:29,"483 West St, Boston, MA 02215"
222937.0,Lightning Charging Cable,2.0,14.95,07/03/19 09:01,"538 North St, San Francisco, CA 94016"
222938.0,Flatscreen TV,1.0,300.0,07/20/19 17:49,"523 Hickory St, Dallas, TX 75001"
222939.0,Apple Airpods Headphones,1.0,150.0,07/17/19 21:53,"597 Madison St, Los Angeles, CA 90001"
222940.0,Wired Headphones,2.0,11.99,07/05/19 15:06,"779 Maple St, San Francisco, CA 94016"
222941.0,Apple Airpods Headphones,1.0,150.0,07/02/19 05:48,"631 Willow St, San Francisco, CA 94016"
222942.0,Lightning Charging Cable,1.0,14.95,07/07/19 10:00,"424 Church St, Portland, OR 97035"
222943.0,Lightning Charging Cable,1.0,14.95,07/20/19 23:39,"575 4th St, Seattle, WA 98101"
222944.0,27in FHD Monitor,1.0,149.99,07/07/19 22:52,"70 Meadow St, San Francisco, CA 94016"
222945.0,Wired Headphones,1.0,11.99,07/21/19 21:51,"191 Dogwood St, Los Angeles, CA 90001"
